,Date,Location,Operator,Route,Type,Total_Aboard,Passengers_Aboard,Crew_Aboard,Total_Fatalities,Passengers_Fatalities,Crew_Fatalities,Ground,Summary,Year
2585,1972-04-24,"Nyot Mo, Laos",Air America,"Long Tieng, Laos - Moung Cha, Laos",Pilatus PC6CH2,10,9,1,4,4,0,0,Hit trees while flying through a mountain pass in rain and fog.,1972
2588,1972-08-05,Venezuela,Aerotechnia,Ciudad Bolívar - Cuchivero,Douglas C-47B,7,5,2,7,5,2,0,Struck a mountain near Rio Orinoco while en route.,1972
2597,1972-05-06,"Near Pleiku, Vietnam",Air America,Hue - Pleiku - Buôn Ma Thuot - Saigon,Curtiss C-46A,32,29,3,32,29,3,0,The crew failed to realize his altitude was too low when the airplane struck the slope of a mountain located few km from the airport.,1972
2598,1972-06-13,"Santiago, Chile",Aerolineas Flecha Austral,Unknown,Curtiss C-46D,3,0,3,3,0,3,0,On approach the cargo plane struck El Ovejero mountain.,1972
2628,1972-10-16,Off the Alaska coast,Private,"Anchorage, AK - Juneau, AK",Cessna 310C,4,3,1,4,3,1,0,"The plane was on a flight from Anchorage to Juneau when it disappeared as it was approaching the Chugach Mountain range.  The weather along the prescribed route was not condusive to VFR flight.  Louisiana Congressman and House Majority Leader Hale Boggs, Alaska Congressman Nick Begich and his aide killed. Cause unknown.",1972
2634,1972-04-11,"Near Plovdiv, Bulgaria",Balkan Bulgarian Airlines,Burgas - Sofia,Ilyushin IL-14P,35,31,4,35,31,4,0,"The crew elected to divert to Plovdiv due to fog. While on approach, the aircraft flew into a mountain. ATC error.",1972
2646,1973-01-19,"Near Glasgow, Scotland",British European Airways,Test flight,Vickers 802 Viscount,4,2,2,4,2,2,0,Crashed into Ben More mountain. The pilot did not maintain a safe altitude and gave insufficient attention to navigation when flying VFR into an area of snow covered high ground in marginal weather conditions.,1973
2650,1973-01-29,"Near Kyrenia, Cyprus",Egyptair,Cairo - Nicosia,Ilyushin IL-18D,37,30,7,37,30,7,0,Crashed into the Kyrenia Mountains while on approach. Controlled flight into terrain.,1973
2653,1973-02-21,"Cerro Horqueta, Panama",Aerovias Urraca,David - Changuinola,Douglas DC-3,28,25,3,22,19,3,0,Flew into Cerro Horqueta Mountain. Controlled flight into terrain.,1973
2683,1973-08-15,"Don Don, Haiti",Private,Port Au Prince - Cap Haitien,Norman BN-2A-6,10,9,1,10,9,1,0,"While flying too low, the plane struck a mountain shrouded in clouds and located in Dondon, 21 km south of the airport. Controlled flight into terrain..",1973
2686,1973-08-27,"Bogota, Colombia",Aerocondor Colombia,Bogota - Cartagena,Lockheed L-188A Electra,42,36,6,42,36,6,0,Crashed into El Cable Mountain after taking off in fog. Crew failed to follow departure procedures.,1973
2689,1973-08-09,"King Cove, Alaska",World Airways,Travis - Cold Bay - Yokota - Clark,McDonnell Douglas DC-8-63F,6,3,3,6,3,3,0,"Hit mountain at 3,500 ft., in level flight, 15.5 miles east of airport in fog. Improper IFR operation.  Descended below MSA in mountainous terrain. The captain's deviation from approved instrument approach procedures. As a result of the deviation the flight descended into an area of unreliable navigation signals and obstructing terrain.",1973
2690,1973-11-09,"Moganik, Yugoslavia",JAT Yugoslav Airlines,Skopje - Titograd,Aerospatiale Caravelle 6N,41,35,6,41,35,6,0,"The aircraft struck Moganik Mountain at 6,300 ft., while descending. Controlled flight into terrain.",1973
2692,1973-09-27,"Rich Mountain, Arkansas",Texas International Airlines,Memphis - El Dorado - Texarkana - Dallas,Convair 600,11,8,3,11,8,3,0,"The aircraft flew100 miles off course and struck Black Fork Mountain, 600 feet below the summit of the peak, 91 miles North of Texarkana. Heavy thunderstorms were in the area at the time. The captain's attempt to operate the flight under VFR at night without using all the navigational aids and information available to him and his deviation from the pre-planned route without adequate positioning information.",1973
2701,1973-11-17,"Near Quang-Ngai, South Vietnam",Air Vietnam (South Vietnam),on - Quang Ngai,Douglas DC-3,27,24,3,27,24,3,0,Flew into a mountain while en route. Flying under VFR in IFR conditons.,1973
2711,1974-06-01,"Unduavi, Bolivia",Servicios Aéreos Boliviano,San Borja - La Paz,Curtiss C-46F,4,1,3,4,1,3,0,The cargo plane hit a mountain en route.,1974
2724,1974-03-13,"Bishop, California",Sierra Pacific Airlines,Bishop - Burbank,Convair CV-440,36,32,4,36,32,4,0,"The aircraft crashed into Poleta Ridge, in the foothills of  the White Mountains at 6,100 ft.  The Wolper Productions Inc. movie crew was being flown from Bishop to Burbank. The flight was being conducted under VFR conditions. It could not be determined why the crew did not maintain a safe distance from hazardous terrain.",1974
2730,1974-02-05,"Banos, Ecuador",Aero Taxis Equatorianos,Pastaza - Ambato,Douglas C-47,24,21,3,22,19,3,0,Struck a mountain shortly after takeoff. Failure to climb to the minimum safety altitude. Overconfidence of the crew. Distraction by a tourist guide in the cockpit.,1974
2738,1974-07-24,"Bogota, Colombia",Aeronorte Colombia,Unknown,Douglas DC-4,3,0,3,3,0,3,0,"The cargo plane crashed into a mountain at 7,000 ft. shortly after taking off.",1974
2742,1974-12-08,"Cali, Colombia",AVIANCA,Tumaco - Bogota,Douglas C-47-DL,27,24,3,27,24,3,0,The crew became lost in rainy weather and crashed into Trujillo Mountain. Wreckage found 2 months later.,1974
2765,1974-12-29,"Near Sibiu, Romania",Tarom,Oradea - Sibiu - Bucharest,Antonov AN-24RV,33,28,5,33,28,5,0,"Crashed into Lotru mountains, 22 km south of Sibiu after drifting 20 km off course by winds and turbulence. Wrong decisions on part of the flying crew who adopted a wrong approach configuration, causing the aircraft to drift.",1974
2766,1974-12-29,"Tikal, Guatemala",Edwin Ortiz,Tikal - Guatemala City,Lockheed 18 LodeStar,24,21,3,24,213,3,0,"Few minutes after takeoff from Tikal Airport, while climbing, the airplane went out of control and crashed on the slope of a mountain located few km from the airport. Possible in-flight fire.",1974
2768,1975-08-01,"Near Doncello, Colombia",SATENA,San Vicente del Caguan - Florencia,Douglas DC-3,21,17,4,21,17,4,0,Crashed and burned in mountains while en route. Improper flight planning by proceeding in mountainous terrain during adverse weather conditions which had reduced visibility along the route.,1975
2771,1975-01-16,"Xam Neua, Laos",Aeroflot,Vientiane - Sam Neua,Antonov AN-12,16,14,2,16,14,2,0,"En route from Vientiane to Sam Neua, the crew encountered poor weather conditions when the airplane struck the slope of a mountain located in the region of Sam Neua. Flying VFR in IFR weather.",1975
2792,1975-07-15,"Near Batumi, Georgia, USSR",Aeroflot,Yerevan - Batumi,Yakovlev YAK-40,40,35,5,40,35,5,0,The aircraft struck a mountain after an attempted go-around. Deviation from the standard trajectory for a missed approach. Misinformation supplied to crew.,1975
2794,1975-03-08,"Near Immouzer, Morocco",Alia Royal Jordanian Airlines,Paris - Agadir,Boeing B-707-321C,188,181,7,188,181,7,0,"The aircraft was on approach when the right wing tip and No. 4 engine struck a mountain peak at 2,400 feet.  Part of the wing separated and the plane crashed into a ravine. Crew error.",1975
2800,1975-08-30,"Near Gambell, Alaska",Wien Air Alaska,Nome - Gambell,Fairchild F-27B,32,28,4,10,7,3,0,"After several landing attempts, the aircraft crashed into Sevuokuk Mountain, in fog, while attempting to land at Gambell Airport. The flightcrew's failure to adhere to prescribed company instrument approach procedures while attempting to land in adverse weather conditions.",1975
2802,1975-11-09,"Near Bahar Dar, Ethiopia",Ethiopian Airlines,Bahar Dar - Debra Marcos,Douglas C-47-DL,9,6,3,1,1,0,0,"The plane was flying at FL 115 under VFR in scattered clouds. When breaking through a cloud bank a mountain was seen up ahead. A steep climbing turn was initiated, but the tail struck trees, control was lost and the aircraft crashed inverted.",1975
2812,1975-11-18,"Caoba, Guatemala",Aviateca,Uaxactun - Flores,Douglas DC-3,22,18,4,15,11,4,0,Crashed into mountainous jungle in poor visibility and heavy rain.,1975
2817,1975-12-26,"Rollinsville, Colorado",Star Aviation,"Denver, CO - Grandby, CO",Mitsubishi MU-2B,9,8,1,9,8,1,0,Crashed into mountains. Continued VFR flight into adverse weather conditions.,1975
2823,1976-01-20,"Near Loja, Ecuador",TAME,Loja - Guayaquil,Hawker Siddeley HS-748-246,42,36,6,34,28,6,0,The aircraft lost altitude and the right wing struck trees as the plane crashed in the Chillacocha mountain range at 9.000 ft. while en route. It is believed that the loss of altitude and the subsequent collision with ground was the consequence of orographic currents encountered over the mountainous area.,1976
2849,1976-02-08,"Near Tehran, Iran",Korean Airlines,"Tehran, Iran - Seoul, Korea",Boeing 707-373,5,0,5,5,0,5,0,Instead of turning on course the cargo plane continued straight and hit a mountain.,1976
2867,1976-11-23,"Kozani, Greece",Olympic Airways,Athens - Larisa,NAMC YS-11A-500,50,46,4,50,46,4,0,The airliner crashed into mountainous terrain after being diverted to Kozani due to poor weather at Larissa. Controlled flight into terrain. Premature descent.,1976
2875,1977-06-01,"Near Palm Springs, California",Jet Avia Charter,Palm Springs - Las Vegas,Gates Learjet 24B,4,2,2,4,2,2,0,"The plane took off from Palm Springs Municipal Airport in light rain, bound for Las Vegas Nevada. The plane climbed to 9,000 feet but never changed its runway heading and flew directly into a mountain at an altitude of 9,700 feet. Flight crew's misinterpretation of an IFR clearance issued by the Palm Springs Departure Control and subsequent ATC instructions.  Natalie ""Dolly"" Sinatra, 82, mother of entertainer Frank Sinatra and her traveling companion were killed.",1977
2878,1977-01-14,"Terrace, BC, Canada",Northern Thunderbird Air Ltd.,Prince George - Prince Rupert,de Havilland Canada DHC-6 Twin Otter 300,12,9,3,12,9,3,0,Crashed into Little Herman Mountain while on approach.,1977
2888,1977-03-29,"Bainaha Valley, Indonesia",Merpati Nusantara Airlines,Palu - Toli Toli,de Havilland Canada DHC-6 Twin Otter 300,23,20,3,15,13,2,0,"After spotting a mountain in front of him, the pilot applied full power and went into a steep climb. The plane stalled and crashed into trees.",1977
2891,1977-10-04,"SW of Bogota, Colombia",El Venado,Villavicencio - Bogota,Douglas DC-3-3A,35,31,4,35,31,4,0,Crashed on the slopes of the Rio Guape mountains. Found 1 month later. Deviation from course.,1977
2906,1977-07-20,"Jima, Ethiopia",Ethiopian Airlines,Tippi - Jima,Douglas DC-3,5,2,3,5,2,3,0,"The cargo plane crashed into a mountainside in poor weather, visibility and rain showers.",1977
2913,1977-04-09,"Near Cuenca, Ecuador",Servicios Aereos Nacionales Airways,Guayaquil - Cuenca,Vickers Viscount 764D,33,29,4,33,29,4,0,Struck a mountain peak in the Cajas mountains  in poor weather . Flying VFR in IFR conditions.,1977
2933,1977-12-18,"Near Salt Lake City, Utah",United Air Lines,"San Francisco, CA - Salt Lake City, Utah",Douglas DC-8-54F,3,0,3,3,0,3,0,"While in a holding pattern because of electrical problems the cargo plane cashed into 7,600 ft. mountain. The approach controller's issuance and the flight crew's acceptance of an incomplete and ambiguous holding clearance in combination with the flight crew's failure to adhere to prescribed impairment-of-communications procedures and prescribed holding procedures. The controller's and flight crew's actions are attributed to probable habits of imprecise communication and of imprecise adherence to procedures developed through years of exposure to operations in a radar environment. Contributing to the accident was the failure of the aircraft's No.1 electrical system for unknown reasons.",1977
2939,1978-01-27,"Near San Vincente, Colombia",SADELCA,Neiva - San Vincente,Douglas DC-3,14,10,4,14,10,4,0,"Struck Cerro Granada, at 6800 feet in mountain fog.",1978
2949,1978-03-22,"Near Riverside, California",Lake Havasu Air,"Santa Ana, CA - Lake Havasu, AZ",Cessna T207A,6,5,1,6,5,1,0,Crashed into a mountain in fog.  Continued VFR flight into adverse weather conditions.,1978
2960,1978-08-14,"Sogamoso, Bolivia",Aeropeca,Bucaramanga-Leticia-La Paz,Curtiss C-46,18,15,3,18,15,3,0,"The aircraft, flying VFR, collided with a mountain in deteriorating weather condtions after being blown off course which went unnoticed because of lacking navigational equipment.",1978
2967,1978-09-09,"Near Mexico City, Mexico",Lineas Areas del Centro,Mexico City - Morelia,de Havilland Canada DHC-6 Twin Otter 100,21,19,2,18,17,1,0,Flew into a mountain.,1978
2982,1978-11-21,"Near Rubio, Venezuela",Aereo el Venado,Cucuta - Arauca,Douglas C-47A,27,24,3,27,24,3,0,Crashed in the Rubio mountains.,1978
2984,1978-04-12,"Near Steamboat Springs, Coloado",Rocky Mountain Airways,Steamboat Springs - Denver,de Havilland Canada DHC-6 Twin Otter 300,22,20,2,2,1,1,0,"Forced to return to Steamboat Springs due to severe icing, the plane crashed into a 10,530 ft. mountain.  Severe icing and strong downdraughts associated with a mountain wave which combined to exceed the aircraft's capability to maintain flight. Contributing to the accident was the Captain's decision to fly into probable icing conditions that exceeded the conditions authorized by company directives.",1978
2991,1979-01-27,"Rodez, France",Air Rouergue,Unknown,Fokker F-27 Friendship 500,6,4,2,5,3,2,0,Struck a mountain. Failure of the crew to level off at the prescribed altitude either due to inadequate monitoring or an altimeter setting error by confusion between QNH and QFE.,1979
3028,1979-09-14,"Near Klamath Falls, Oregon",Butler Aviation Inc.,Redmond - Klamath Falls - Medford,Douglas DC-7,12,10,2,12,10,2,0,The plane was transporting company employees when it hit Surveyor Mountain 7 minutes after taking off from Klamath Falls. The plane hit trees along the crest of a mountain ridge along the flight path. Crew error. The crew's decision to undertake a direct point-to-point high cruise speed flight at low altitude.,1979
3029,1979-09-14,"Near Sarroch,  Italy",Aero Transporti Italiani,Alghero - Cagliari,McDonnell Douglas DC-9-32,31,27,4,31,27,4,0,"The aircraft hit a mountain at an altitude of 2,000 ft. during an approach in poor weather. Crew's misjudgement in selection of a low altitude flight profile and inadequate ATC assistance.",1979
3045,1979-12-18,"Cerro Toledo Mountain, Colombia",SATENA,Arauca - Bogota,Douglas DC-4 (C-54),21,16,5,21,16,5,0,Impacted a mountainside at an altitude of 3400 m.,1979
3052,1980-01-21,"Elburz Mtns., near Tehran, Iran",Iran Air,Babol Sar - Tehran,Boeing B-727-86,128,120,8,128,120,8,0,"The aircraft crashed into a mountain during a landing attempt in fog and snow. Inoperative ground radar, inoperative ILS. The aircraft was named ""Shiraz.""",1980
3067,1980-04-25,"Tenerife, Canary Islands",Dan Air Services,Manchester - Tenerife,Boeing B-727-64,146,138,8,146,138,8,0,"The plane crashed into a mountain 5,500 ft. high at 300 mph during an approach to Tenerife. The pilot, while in a holding pattern, took the aircraft in an area of high ground not maintaining the correct altitude. Lack of communication between the pilot and co-pilot.",1980
3069,1980-02-06,"Near Yachiba, Bolivia",Lloyd Aereo Boliviano,Cochabamba-Yacuiba,Fairchild F-27J,13,10,3,13,10,3,0,Crashed in the Tapecua mountains.,1980
3071,1980-12-06,"Near Dushanbe, Russia",Aeroflot,Leningrad - Dushanbe,Yakovlev YAK-40,29,25,4,29,25,4,0,Deviated from their course to avoid a thunderstorm and crashed into a cloud covered mountain.,1980
3075,1980-01-08,"Cerro Lilio, Mexico",Aeronaves del Peru,"Lima, Peu - Mexico City, Mexico",Douglas DC-8-43F,7,0,7,3,0,3,0,The cargo plane crashed into a mountain in poor visibility.,1980
3089,1980-11-24,"Near Medellin, Colombia",F.R. de la Direccion General de Ados,Bogota-Medellin,Douglas C-47A-35-DL,20,3,17,20,3,17,0,"The aircraft crashed into a mountain at 9,500 ft. while descending to land. Continued VFR flight in deteriorating weather at low altitude in a mountainous area.",1980
3108,1981-04-28,"Batagay, Russia",Aeroflot,Batagay - 	Lazo,Antonov An-2TP,12,10,2,12,10,2,0,Crashed into a mountainside. Icing.,1981
3112,1981-05-21,"Pinarete Mountain, Mexico",Lineas Aereas,Puerto Escondido-Oaxaca,Convair CV-440-11,24,21,3,24,21,3,0,"Crashed into a mountain at 8,800 feet obscured by clouds.",1981
3113,1981-05-22,"Near Zumba, Ecuador",TAME,Quito-Macara,de Havilland Canada DHC-6 Twin Otter 300,18,15,3,18,15,3,0,Crashed into a mountain in fog.,1981
3119,1981-07-24,Madagascar,Air Madagascar,Toamasina-Andapa,de Havilland Canada DHC-6 Twin Otter 300,19,17,2,19,17,2,0,Flew into a mountain. Controlled flight into terrain.,1981
3124,1981-08-27,"Mt. Elena, Colombia",Aeropesca Colombia,Florence - Neiva,Vickers Viscount 745D,50,44,6,50,44,6,0,Crashed in the jungle on a mountain peak. Flying VFR in meteorological conditions below minima.,1981
3133,1981-10-15,"Kufstein, Austria",Oefag Flugdienst,Salzbourg-Olbia,Cessna 404 Titan,9,0,0,9,0,0,0,Crashed into a mountain.,1981
3136,1981-08-11,"Sierra de Guerro, Mexico",Aeromexico,Acapulco - Guadalajara,McDonnell Douglas DC-9-32,18,12,6,18,12,6,0,The flight struck a mountain during an emergency descent due to explosive decompression. Crew's failure to follow approved emergency procedures.,1981
3140,1981-01-12,"Mt. San Pietro, near Ajaccio, Corsica, France",Inex Adria Aviopromet (Yugoslavia),Ljubljana - Ajaccio,McDonnell Douglas MD-81,180,173,7,180,173,7,0,The aircraft crashed into a mountain during an approach to Camp dell Oro Airport in heavy fog. The crew was not properly prepared for the approach. The minimum altitude and maximum speed limits of the holding pattern were probably not retained. Imprecise language used by the crew and air traffic controller.,1981
3156,1982-11-03,"Mehamn, Norway",Wideroe's Flyveselksap,Berlevag - Mehamn,de Havilland Canada DHC-6 Twin Otter 300,15,13,2,15,13,2,0,"The aircraft crashed while on a flight from Berlevåg to Mehamn after the failure of the tail fin and rudder in moderate turbulence.  Overload due to a combination of clear air turbulence, mountain wave and the pilots spontaneous improper actions. There is some controversy surrounding this crash including the possiblity the aircraft was shot down by or collided with a British NATO Harrier jet fighter.",1982
3160,1982-03-26,"Queate, Colombia",Aeropesca Colombia,Villavicencio - Bogota,Vickers Viscount 745D,21,15,6,21,15,6,0,Crashed into a mountain during poor weather conditions.,1982
3161,1982-11-04,"Near Tanana, Alaska",Air Taxi - Tundra Copters,Banddanack - Fairbanks,Hughes 369D,3,2,1,3,2,1,0,The helicopter crashed on a snow covered mountain slope in a steep left bank in overcast and snow showers. Continued VFR flight into IFR conditons.,1982
3163,1982-04-26,"Near Yangshuo, Guangxi, China",CAAC,Guangzhou - Guilin,Hawker Siddeley Trident 2E,112,104,8,112,104,8,0,The aircraft struck a mountain in heavy rain during a landing attempt.,1982
3171,1982-08-06,"Near Pacatuba, Brazil",VASP,Rio de Janerio - Fortaleza,Boeing B-727-212A,137,128,9,137,128,9,0,"The aircraft crashed into a 2,500 ft. mountain (Serra da Aratanha) during an approach in heavy rain and fog. Despite two altitude alert system warnings and the co-pilot's warning of the mountains ahead, the captain continued to descend below the minimum descend altitude. Non-observance of air traffic and carrier's procedures.",1982
3185,1982-01-09,"Near Valladolid, Ecuador",Aerolineas Condor,Zumba - Loja,de Havilland Canada DHC-4A Caribou,44,41,3,44,41,3,0,Flew into a mountain in the Andes after the pilot became disoriented in a low ceiling.,1982
3191,1982-11-29,"Lubango, Angola",TAAG Angola Airlines,Unknown,Antonov AN-26,15,9,6,15,9,6,0,Flew into a mountain while descending for a landing.,1982
3192,1982-11-29,"Quetame, Colombia",Aerolineas Centrales de Colombia,San Jose del Guaviare - Bogotá,de Havilland Canada DHC-6 Twin Otter 310,22,20,2,22,20,2,0,"Crashed into a mountain. Flying under VFR in IFR conditions, navigation error and lack of adequate training.",1982
3223,1983-01-07,"Labe, Guinea",CAAK,Pyongyang - Conakry,Ilyushin IL-62M,23,0,0,23,0,0,0,Crashed into Fouta Djall Mountain.,1983
3224,1983-11-07,"Near Cuenca, Azuay, Ecuador",TAME,Quito - Cuenca,Boeing B-737-2V2,119,111,8,119,111,8,0,"The jetliner scraped a mountian peak, exploded in flames and slid down a ravine coming to rest at the foot of a mountain. The plane was attempting to land in the Andean city of Cuenca. Under-qualification of pilot.",1983
3228,1983-08-30,"Near Alma-Ata, Kazakastan, USSR",Aeroflot,Kazan - Chelyabinsk - Alma-Ata,Tupolev TU-134A,90,84,6,90,84,6,0,Crashed an burned after striking mountain  while attempting to land. Procedural errors.,1983
3274,1984-08-15,"Near Wamena, Indonesia",Airfast Indonesia,Wamena-Jayapura,Douglas C-47A,3,1,2,2,1,1,0,Crashed into a mountain while en route.,1984
3285,1984-11-10,"Goose Bay, Newfoundland, Canada",Labradore Airways,St. Anthony - Goose Bay,de Havilland Canada DHC-6 Twin Otter 100,4,2,2,4,2,2,0,The air ambulance struck a mountain in near zero visibility and snow bounced twice and came to rest in a canyon. The VFR flight was attempted in mountainous terrain in marginal weather conditions. The aircraft was flown at an altitude which did not provide terrain clearance and the aircraft struck amountain for undetermined reasons.,1984
3292,1984-12-22,"Near Bhojpur, Nepal",Royal Nepal Airlines,Katmandou-Bhojpur,de Havilland Canada DHC-6 Twin Otter 300,23,20,3,15,12,3,0,Crashed into mountain in poor weather off the intended course.,1984
3301,1985-01-23,"Cerro el Plateado, Colombia",Aerolineas Centrales de Colombia,Medellin - Quibdo,de Havilland Canada DHC-6 Twin Otter 300,23,21,2,23,21,2,0,"Crashed into a mountain at 11,500 ft.  In rainand fog.  Flying under VFR when conditions changed to IFR.",1985
3302,1985-01-23,"Near Buga, Colombia",AIRES Colombia,Florencia - Cali,Embraer 110P1 Bandeirante,17,15,2,17,15,2,0,"The aircraft crashed into a mountain at 8,500 ft. while descending to land at Buga. Continued VFR flight into deteriorating weather conditions.",1985
3310,1985-03-28,"Near Florencia, Colombia",SATENA,Bogota - San Vicente del Caguán - Florencia,Fokker F-28 Fellowship 3000,46,40,6,46,40,6,0,The domestic flight crashed into a mountain while attempting to land at Florencia in rain and dense fog.,1985
3311,1985-11-04,"Salta, Argentina",YPF,Buenos Aires - Salta,HS-125-700B,7,5,2,7,5,2,0,After an aborted landing attempt the aircraft struck a mountain in poor weather conditions.,1985
3326,1985-12-08,"Mt. Osutaka, near Ueno Village, Japan",Japan Air Lines,Tokyo - Osaka,Boeing B-747-SR46,524,509,15,520,505,15,0,"The aircraft suffered an aft pressure bulkhead failure at 23,900 ft. The aircraft had severe control difficulties with loss of all controls and eventually after 40 minutes, collided with a mountain. Improper repair of the  bulkhead while being supervised by Boeing engineers after a tail strike in 1978. Worst single plane disaster in aviation history. Kyu Sakamoto, 43, famous for his Japanese song ""Sukiyaki"" was killed in the accident.",1985
3339,1985-11-10,"Near Kutayissi, USSR",Aeroflot,Kutaisi - Poti,Yakovlev YAK-40,14,10,4,14,10,4,0,Crashed into a mountain slope after taking off in bad weather. Instructions to climb normally were delayed because of traffic.,1985
3340,1985-11-10,"Near Beni, Bolivia",Sabeni,Beni - La Paz,Curtiss C-46D,2,0,2,2,0,2,0,The cargo plane crashed into mountains while en route.,1985
3366,1986-04-27,"Near Saravena, Colombia",ACES Colombia,Bogota - Saravena,de Havilland Canada DHC-6 Twin Otter 300,13,11,2,13,11,2,0,"Crashed into a 8,500 ft. mountain in poor weather.",1986
3384,1986-09-19,"Near Mantiqueira, Brazil",Atlantic Southeast Airlines,Sao Jose dos Campo - Manaus,Embraer 120RT Brasilia,5,3,2,5,3,2,0,"On a delivery flight the aircraft struck a cloud covered mountain at 4,300 ft. Crew did not follow the prescribed course.",1986
3385,1986-03-10,"Manado, North Sulawesi, Indonesia",Eastindo,Mangole - Manado,Short SC-7 Skyvan Variant,13,10,3,13,10,3,0,"While approaching Manado-Sam Ratulangi Airport, the crew encountered marginal weather conditions and failed to realize their altitude was insufficient to clear the slope of Mt Takawirang, located few km from the airport. The aircraft struck to mountain and was destroyed upon impact.",1986
3389,1986-10-19,"Near Komatipoot, South Africa",Government of Mozambique,Lusaka - Maputo,Tupolev TU-134A,44,35,9,34,26,8,0,"Crashed in the Lembombo mountains during a storm. President Samora Machel, president of Mozambique, killed. The aircraft descended below minima even though the crew did not have visual contact with Maputo. A GPWS warning was ignored and the plane hit high ground crashing onto a uphill slope. Navigational error. GPSW ignored. There is speculation that the plane was lured away from the correct flight path by a pirate radio beacon broadcasting on the same frequency as the Maputo Airport, disorienting the pilot.",1986
3409,1987-06-03,"Near Almaty, Kazakhstan",Aeroflot,Biysk - Alma-Ata,Antonov An-26,9,4,5,9,4,5,0,The cargo plane struck the side of a mountain while setting up for the approach. The ATC didn't monitor the plane for at least  2 minutes after observing the plane taking a wrong course. When the ATC tried to contact the plane to tell them of the mistake the crew never responded because communications in the vicinity of the mountain blocked the signal.,1987
3411,1987-03-21,"Mount San Gorgonio, California",California Air National Guard,Unknown,F-4C Phantom jet fighter,2,0,2,2,0,2,0,"Dean Paul ""Dino"" Martin, 35, son of entertainer Dean Martin was killed when the Phantom jet he was piloting crashed into the San Bernardino Mountains. Permission was given by March Air Force Base ATC to perform a ""maximum climb"" takeoff. The aircraft was seen disappearing into a scattered cloud ceiling at 4,700 feet.  Radar contact was lost 9 minutes into the flight. The crash site was found on the 3rd day of searching in the San Bernardino Mountains. An investigation revealed the aircraft flew, inverted, into a solid wall of granite between two mountain peaks at an altitude of 3,750 feet  and at an estimated speed of 560 mph. The aircraft was literally pulverized into the granite. The ""maximum climb"" takeoff, g forces associated with this type of flight and the dense cloud cover negatively affected the pilots ability to know his position and aircraft attitude.",1987
3426,1987-06-21,"Heho, Burma",Burma Airways,Heho - Mong Hsat,Fokker F-27 Friendship 200,45,41,4,45,41,4,0,"Crashed into mountains at 8,200 ft. 20 minutes after leaving Heho.",1987
3439,1987-10-15,"Mt. Crezzo, Italy",Aero Transporti Italiani,Milan - Koln,Aerospatiale Alenia ATR-42-312,37,34,3,37,34,3,0,"Shortly after taking off from Milan and passing through FL147, the aircraft nosed down and crashed into a mountain, in icing conditions. Icing of the wings.",1987
3460,1988-01-19,"Green Island, Taiwan",Taiwan Airlines,Taitung-Lyudao,Britten-Norman BN-2A-26 Trislander,11,10,1,10,9,1,0,Crashed in mountains.,1988
3466,1988-02-27,"Near Ercan, Cyprus",Talia Airways,Istanbul - Ercan,Boeing B-727-2H9A,15,9,6,15,9,6,0,"Crashed into mountain 20 kms E of Kyrenia Turkey while on approach. Crew error. Pilot discontinued IFR approach and descended ignoring mountains ahead. Realizing his mistake, he tried to climb and turn left but struck the mountain.",1988
3470,1988-03-17,"Near Cucuta, N of  Santander, Colombia",AVIANCA,Cucuta - Cartagena,Boeing B-727-21,143,136,7,143,136,7,0,"The aircraft struck a mountain at 6,200 feet after taking off in mist and haze. The crew took off under VFR conditions during adverse weather conditions. Inappropriate presence of a non-crew pilot in the cockpit and his great talkativeness distracting part of the crew which resulted in carelessness and disorientation in monitoring the heading and altitude necessary to maneuver the plane. VFR flight into IFR conditions.",1988
3475,1988-04-19,"Bagdarin, USSR",Aeroflot,Muya - Bagdarin,Let 410UVP Turolet,17,15,2,17,15,2,0,Crashed into a mountain during descent  in poor weather.,1988
3496,1988-08-31,"Cerro de la Calera, Mexico",Transporte Aereo Federal,Uruapan - Lazro,Embraer 110P1 Bandeirante,20,18,2,20,18,2,0,The plane disappeared after taking off from Uruapan. Wreckage was found in the western Sierre Madre mountains.,1988
3502,1988-04-10,"Near Batagay, Russia",Aeroflot,Tikis - Batagay,Antonov 12BP,6,0,6,6,0,6,0,"The cargo flight crew decided on a visual approach, ignored the GPWS warning and flew into a mountain.",1988
3523,1989-08-02,"Santa Maria, Azores, Portugal",Independent Air Inc.,Bergamo - Orio al Serio - Santa Maria,Boeing B-707-331B,144,137,7,144,137,7,0,"The airliner hit a mountain while attempting to land at Santa Maria. The crew mistakenly continued to descend through 3,000 ft. which it was cleared to. Because of a overlap in communications, the tower did not notice the mistake. The aircraft continued to descend and did not comment or react to warnings from the GPSW for 7 seconds. The aircraft then hit Pico Alto mountain at an altitude of 2,000 ft.  Procedural errors by the flight crew and ATC. Descent of the aircraft below minimum sector altitude. Transmission from the tower of a QNH value higher than the actual value.",1989
3533,1989-10-04,"Col de Tourniol, France",Europe Aero Service EAS,Paris - Valence,Fairchild FH-227B,22,19,3,22,19,3,0,"After being cleared on a heading for Valence, the aircraft continued on its current heading until it struck a mountain at 4,100 feet. Crew error. Navigational error. Controlled flight into terrain.",1989
3539,1989-11-06,"Vereda el Salitre, Colombia",Aerotaca,El Yopal - Tame,de Havilland Canada DHC-6 Twin Otter 300,22,20,2,6,6,0,0,Crashed into a mountain.,1989
